# time Tc_folded Tref_folded model 
59301.043058 5.440838 0.703006    -0.929474
59301.074840 5.472620 0.705175    -0.924173
59301.106622 5.504402 0.707344    -0.918734
59301.138404 5.536184 0.709513    -0.913157
59301.170186 5.567966 0.711682    -0.907443
59301.201968 5.599748 0.713851    -0.901590
59301.233750 5.631530 0.716020    -0.895600
59301.265532 5.663312 0.718189    -0.889472
59301.297314 5.695094 0.720358    -0.883206
59301.329096 5.726876 0.722527    -0.876803
59301.360878 5.758658 0.724696    -0.870261
59301.392660 5.790440 0.726865    -0.863582
59301.424442 5.822222 0.729035    -0.856765
59301.456224 5.854004 0.731204    -0.849811
59301.488006 5.885786 0.733373    -0.842719
59301.519788 5.917568 0.735542    -0.835489
59301.551570 5.949350 0.737711    -0.828122
59301.583352 5.981132 0.739880    -0.820617
59301.615134 6.012914 0.742049    -0.812975
59301.646916 6.044696 0.744218    -0.805196
59301.678698 6.076478 0.746387    -0.797280
59301.710480 6.108260 0.748556    -0.789226
59301.742262 6.140042 0.750725    -0.781036
59301.774044 6.171824 0.752894    -0.772709
59301.805826 6.203606 0.755063    -0.764245
59301.837608 6.235388 0.757232    -0.755645
59301.869390 6.267170 0.759401    -0.746908
59301.901172 6.298952 0.761570    -0.738035
59301.932954 6.330734 0.763739    -0.729026
59301.964736 6.362516 0.765908    -0.719881
59301.996518 6.394298 0.768077    -0.710601
59302.028300 6.426080 0.770246    -0.701186
59302.060082 6.457862 0.772415    -0.691635
59302.091864 6.489644 0.774584    -0.681950
59302.123646 6.521426 0.776753    -0.672130
59302.155428 6.553208 0.778922    -0.662175
59302.187210 6.584990 0.781091    -0.652087
59302.218992 6.616772 0.783260    -0.641865
59302.250774 6.648554 0.785429    -0.631510
59302.282556 6.680336 0.787598    -0.621022
59302.314338 6.712118 0.789767    -0.610402
59302.346120 6.743900 0.791936    -0.599649
59302.377902 6.775682 0.794105    -0.588765
59302.409684 6.807464 0.796274    -0.577749
59302.441466 6.839246 0.798443    -0.566603
59302.473248 6.871028 0.800612    -0.555327
59302.505030 6.902810 0.802781    -0.543921
59302.536812 6.934592 0.804950    -0.532385
59302.568594 6.966374 0.807119    -0.520722
59302.600376 6.998156 0.809288    -0.508930
59302.632158 7.029938 0.811457    -0.497011
59302.663940 7.061720 0.813626    -0.484965
59302.695722 7.093502 0.815795    -0.472794
59302.727504 7.125284 0.817964    -0.460497
59302.759286 7.157066 0.820133    -0.448075
59302.791068 7.188848 0.822302    -0.435530
59302.822850 7.220630 0.824471    -0.422862
59302.854632 7.252412 0.826640    -0.410073
59302.886414 7.284194 0.828810    -0.397161
59302.918196 7.315976 0.830979    -0.384130
59302.949978 -7.304927 0.833148    -0.370980
59302.981760 -7.273145 0.835317    -0.357711
59303.013542 -7.241363 0.837486    -0.344325
59303.045324 -7.209581 0.839655    -0.330823
59303.077106 -7.177799 0.841824    -0.317206
59303.108888 -7.146017 0.843993    -0.303475
59303.140670 -7.114235 0.846162    -0.289631
59303.172452 -7.082453 0.848331    -0.275676
59303.204234 -7.050671 0.850500    -0.261611
59303.236016 -7.018889 0.852669    -0.247437
59303.267798 -6.987107 0.854838    -0.233156
59303.299580 -6.955325 0.857007    -0.218769
59303.331362 -6.923544 0.859176    -0.204277
59303.363144 -6.891762 0.861345    -0.189683
59303.394926 -6.859980 0.863514    -0.174987
59303.426708 -6.828198 0.865683    -0.160191
59303.458490 -6.796416 0.867852    -0.145298
59303.490272 -6.764634 0.870021    -0.130308
59303.522054 -6.732852 0.872190    -0.115224
59303.553836 -6.701070 0.874359    -0.100047
59303.585618 -6.669288 0.876528    -0.084779
59303.617400 -6.637506 0.878697    -0.069423
